"name_ovd","address","coordinate_google","coordinate_yandex"
"Кизилюрт | ФКУ «КП № 9 УФСИН России по Республике Дагестан»","ул. им. Газимагомеда, д. 145, г. Кизилюрт, Республика Дагестан, Россия, 368122","43.208782,46.88023","43.209158,46.879877"
"ФКУ СИЗО-1 УФСИН России по Республике Дагестан | Республика Дагестан","ул. Левина, 45, Махачкала, Респ. Дагестан, Россия, 367023","42.98772,47.495515","42.987776,47.495672"
"ФКУ СИЗО-3 УФСИН России по Республике Дагестан | Республика Дагестан","Батаюртовское шоссе, д. 4, г. Хасавюрт, респ. Дагестан, Россия, 368000","43.261098,46.593068","43.263895,46.612161"
"ФКУ СИЗО-1 ГУФСИН России по Донецкой Народной Республике | Оккупированная территория Донецкой области","ул. Кобозева, д. 4, г. Донецк, Донецкая народная республика, 283086","47.985999,37.802411","47.986101,37.801188"
"Биробиджан | ФКУ «Биробиджанская ВК УФСИН России по ЕАО»","Аремовский пер., 10, Биробиджан, Еврейская автономная область, Россия, 679002","48.788957,132.906925","48.789006,132.906725"
"ФКУ СИЗО-1 УФСИН России по Еврейской автономной области | Еврейская автономная область","улица Карла Маркса, 4, Биробиджан, Еврейская автономная область, 679005","48.786332,132.898522","48.7864,132.89926"
"Чита | ФКУ «ИК № 3 УФСИН России по Забайкальскому краю»","ул. Угданский проезд, 61, г. Чита, Забайкальский край, 672000","52.066624,113.401127","52.097112,113.343431"
"Чита | ФКУ «ИК № 5 УФСИН России по Забайкальскому краю»","ул. Александра Липова, 5, Чита, Забайкальский край, Россия, 672015","52.006015,113.556346","52.004699,113.557077"
"пгт. Оловянная | ФКУ «ИК № 7 УФСИН России по Забайкальскому краю»","ул. Дзержинского, 13а, п. Оловянная, Забайкальский край, Россия, 674500","50.947809,115.58256","50.930104,115.527244"
"п. Карымское | ФКУ «ИК № 8 УФСИН России по Забайкальскому краю»","ул. Красноармейская д. 10, пос. Карымское, Забайкальский край, 673300","51.626257,114.349565","51.63419,114.339725"
"Краснокаменск | ФКУ «ИК № 10 УФСИН России по Забайкальскому краю»","тер ИК-10, г. Краснокаменск, Забайкальский край, 674674","50.088682,118.028477","50.098683,118.034146"
"ФКУ СИЗО-1 УФСИН России по Забайкальскому краю | Забайкальский край","Ингодинская ул., 1, Чита, Забайкальский край, Россия, 672010","52.02344,113.522366","52.02349,113.522411"
"ФКУ СИЗО-2 УФСИН России по Забайкальскому краю | Забайкальский край","тер Ик-10, стр. 16, г. Краснокаменск, Забайкальский край, 674674","50.088682,118.028477","50.098603,118.055103"
"с. Талицы | ФКУ «ИК № 2 УФСИН по Ивановской области»","Техническая ул., д. 21 , село Талицы, Ивановская область, 155644","56.528803,42.329574","56.52815,42.320298"
"Кинешма | ФКУ «ИК № 3 УФСИН по Ивановской области»","Шуйская ул., д.1, город Кинешма, Ивановская область, 155815","57.445725,42.098684","57.44592,42.099115"
"с. Талицы | ФКУ «ИК № 6 УФСИН по Ивановской области»","Школьная ул., д. 10, село Талицы, Ивановская область, 155644","56.665064,42.423615","57.003858,40.851534"
"с. Шилекша | ФКУ «КП № 12 УФСИН по Ивановской области»","Центральная ул., д. 32, с. Шилекша, Кинешемский район, Ивановская область, Россия, 155828","57.177284,42.528094","57.176397,42.529947"
"ФКУ СИЗО-1 УФСИН России по Ивановской области | Ивановская область","ул. Болотная, 2, Иваново, Ивановская обл., Россия, 153000","57.02687,40.962009","57.026933,40.962027"
"ФКУ СИЗО-2 УФСИН России по Ивановской области | Ивановская область","Шуйская ул., д. 4, г. Кинешма, Ивановская область, Россия, 155815","57.44451,42.095518","57.445731,42.098647"
"ФКУ СИЗО-1 ОФСИН России по Республике Ингушетия | Республика Ингушетия","Карабулакская ул, влд. 1, город Карабулак, Республика Ингушетия, 386231","43.3101,44.904742","43.34002,44.902155"
"Ангарск | ФКУ «ИК № 2 ГУФСИН России по Иркутской области»","кв-л 47 (Первый Промышленный Массив Тер.), стр. 6, город Ангарск, Иркутская область, 665800","52.595922,103.901908","52.592018,103.905847"
"п. Плишкино | ФКУ «ИК № 4 ГУФСИН России по Иркутской области»","поселок Плишкино, Иркутская область, 664019","52.345,104.4875","52.344953,104.490875"
"п. Бозой | ФКУ ИК № 11 ГУФСИН России по Иркутской области","Электровозная ул., Копейск, Челябинская обл., Россия, 456656","55.095546,61.552319","55.098594,61.55577"
"Ангарск | ФКУ «ИК № 14 ГУФСИН России по Иркутской области»","Промзона АНХК, 9, стр. 10/1, Ангарск, Иркутская обл., Россия, 665800","52.563513,103.914518","52.544358,103.888249"
"Ангарск | ФКУ «ИК № 15 ГУФСИН России по Иркутской области»","2-й Проммасив ул., 41, корп. квартал, 40/2, Ангарск, Иркутская обл., Россия, 665800","52.51557,103.91716","52.544358,103.888249"
"п. Маркова | ФКУ «ИК № 19 ГУФСИН России по Иркутской области»","ул. Промышленная, строение 81, Маркова, Иркутская обл., Россия, 664528","52.238717,104.195149","52.238703,104.195168"
"п. Плишкино | ФКУ «КП № 51 ГУФСИН России по Иркутской области»","поселок Плишкино, Иркутская область, 664019","52.345,104.4875","52.344953,104.490875"
"ФКУ СИЗО-1 ГУФСИН России по Иркутской области | Иркутская область","ул. Баррикад, 63, Иркутск, Иркутская обл., Россия, 664001","52.294253,104.310703","52.293917,104.312245"
"ФКУ СИЗО-2 ГУФСИН России по Иркутской области | Иркутская область","ул Прибрежная (Чекановский П/Р), д. 49, город Братск, Иркутская область, 665710","56.155217,101.463104","56.153352,101.441714"
"ФКУ СИЗО-5 ГУФСИН России по Иркутской области | Иркутская область","ул. Лыткина, д.66, город Тулун, Иркутская область, 665268","54.572435,100.573612","54.572075,100.574229"
"ФКУ СИЗО-6 ГУФСИН России по Иркутской области | Иркутская область","кв-л 10 (Первый Промышленный Массив Тер.), стр. 3, город Ангарск, Иркутская область, 665830","52.612588,103.916397","52.560364,103.880829"
"п. Каменка | ФКУ «ИК № 1 УФСИН России по КБР»","ул. Им Мизиева Далхата Адрайевича, д.1, село Каменка, Кабардино-Балкарская Республика, 361423","43.53322,43.517623","43.530962,43.520645"
"Иркутск | ФКУ «ИК № 3 ГУФСИН России по Иркутской области»","ул Писарева, д. 13, город Иркутск, Иркутская область, 664019","52.294807,104.324571","52.293917,104.32422"
"с. Советское | ФКУ «ИК № 4 УФСИН России по КБР»","ул. Угнич, д.10, село Советское, Кабардино-Балкарская Республика, 361029","43.756318,43.768299","43.756448,43.76557"
"ФКУ СИЗО-1 УФСИН России по Кабардино-Балкарской Республике | Кабардино-Балкарская Республика","ул. Вологирова, д.20, город Нальчик, Кабардино-Балкарская Республика, 360051","43.480575,43.61552","43.480588,43.61565"
"Калининград | ФКУ «ИК № 8 УФСИН России по Калининградской области»","пр-т Победы, 205, Калининград, Калининградская обл., Россия, 236010","54.711544,20.427829","54.711577,20.427752"
"ФКУ СИЗО-1 УФСИН России по Калининградской области | Калининградская область","ул Ушакова, д. 2, город Калининград,  Калининградская область, 236022","54.720837,20.495958","54.720678,20.496015"
"ФКУ СИЗО-2 УФСИН России по Калининградской области | Калининградская область","Пригородная ул., д.2 к.а, город Черняховск, Калининградская область, 238151","54.645583,21.811236","54.645228,21.814419"
"Элиста | ФКУ ИК № 1 УФСИН России по Республике Калмыкия","Северный кв-л, д.10, город Элиста, Республика Калмыкия, 358007","46.324282,44.255229","46.307743,44.269759"
"п. Яшкуль | ФКУ КП № 3 УФСИН России по Республике Калмыкия","поселок Вахтовый, Республика Калмыкия, 359162","45.947851,45.190528","46.41403,45.325701"
"ФКУ СИЗО-1 УФСИН России по Республике Калмыкия | Республика Калмыкия","жилой квартал ""северный"" дом 9, город Элиста, Республика Калмыкия, 358000","46.279411,44.268006","46.307743,44.269759"
"Сухиничи | ФКУ «ИК № 5 УФСИН по Калужской области»","город Сухиничи, Калужская область, 249275","54.092596,35.349821","54.101551,35.337981"
"Калуга | ФКУ «КП № 6 УФСИН по Калужской области»","Николо-Козинская ул., 129, Калуга, Калужская обл., Россия, 248002","54.499596,36.276938","54.499344,36.277178"
"ФКУ СИЗО-1 УФСИН России по Калужской области | Калужская область","Николо-Козинская ул., 110А, Калуга, Калужская обл., Россия, 248002","54.500668,36.275783","54.500505,36.275498"
"Петропавловск-Камчатский | ФКУ «ИК № 5 УФСИН России по Камчатскому краю»","ул. 683007, Вулканная ул., 70, Петропавловск-Камчатский, Камчатский край, Россия, 683007","53.084064,158.631578","53.082797,158.61279"
"Елизово | ФКУ «ИК № 6 УФСИН России по Камчатскому краю»","Карьерная ул., 3, Елизово, Камчатский край, Россия, 684000","53.172262,158.39802","53.173339,158.398263"
"ФКУ СИЗО-1 УФСИН России по Камчатскому краю | Камчатский край","Строительная ул., 125, Петропавловск-Камчатский, Камчатский край, Россия, 683015","52.963152,158.709722","52.963868,158.70979"
"ФКУ СИЗО-1 ОФСИН России по Карачаево-Черкесской Республике (по республике Карачаево-Черкесия) | Карачаево-Черкесская Республика","ул. Первомайская д. 1, г. Черкесск, Карачаево-Черкесия, 369000","44.227392, 42.042961","44.227392,42.042961"
"пос. Надвоицы | ФКУ «ИК № 1 УФСИН России по Республике Карелия»","Карельская ул, д. 18, поселок городского типа Надвоицы, Республика Карелия, 186430","63.89019,34.253992","63.871352,34.312886"
"Сегежа | ФКУ «ИК № 7 УФСИН России по РК»","Лейгубская ул, город Сегежа, Республика Карелия, 186420","63.77132,34.29809","63.772373,34.297076"
"Петрозаводск | ФКУ «ИК № 9 УФСИН России по РК»","р-н Птицефабрика, город Петрозаводск, Республика Карелия, 185012","61.726382,34.438795","61.726169,34.438228"
"ФКУ СИЗО-1 УФСИН России по Республике Карелия | Республика Карелия","ул Герцена (Центр Р-Н), д. 47, город Петрозаводск, Республика Карелия, 185035 ","61.785986,34.361397","61.788909,34.356823"
"ФКУ СИЗО-2 УФСИН России по Республике Карелия | Республика Карелия","Лейгубская ул, город Сегежа, Республика Карелия, 186420","63.77132,34.29809","63.772373,34.297076"
"Кемерово | ФКУ «ИК № 5 ГУФСИН России по Кемеровской области»","ул. Буденного, 48, Кемерово, Кемеровская обл., Россия, 650004","55.329258,86.101689","55.329426,86.101822"
"д. Мозжуха | ФКУ «ИК № 22 ГУФСИН России по Кемеровской области»","Трудовая ул., д. 13, деревня Мозжуха, Кемеровская область, 650516","55.429257,85.914018","55.429246,85.914047"
"Кемерово | ФКУ «ИК № 29 ГУФСИН России по Кемеровской области»","ул. Стройгородок, город Кемерово, Кемеровская область, 650068","55.412967,86.039456","55.412906,86.03929"
"Кемерово | ФКУ «ИК № 40 ГУФСИН России по Кемеровской области»","Волгоградская ул., к. 60а, г. Кемерово, Кемеровская область, Россия, 650036","55.322813,86.174633","55.32201,86.17366"
"Юрга | ФКУ «ИК № 41 ГУФСИН России по Кемеровской области»","Окрайная ул, д. 1, город Юрга, Кемеровская область, 652051","55.705185,84.839442","55.740578,84.871561"
"Белово | ФКУ «ИК № 44 ГУФСИН России по Кемеровской области»","Аэродромная ул., д. 2 к. б, город Белово, Кемеровская область, 652600","54.450477,86.315754","54.456359,86.314633"
"Юрга | ФКУ «ИК № 50 ГУФСИН России по Кемеровской области»","Шоссейная ул., д.2, город Юрга, Кемеровская область, 652055","55.73875,84.929209","55.729579,84.911968"
"ЛИУ-16 Кемеровской области","ул. Левашова, д. 42, к. а, г. Новокузнецк, Кемеровская область, Россия, 654101","53.728063,87.246023","53.728088,87.246671"
"Ленинск-Кузнецкий | ФКУ «ЛИУ № 42 ГУФСИН России по Кемеровской области»","тер Северная промзона, д. 15, город Ленинск-Кузнецкий, Кемеровская область, 652523","54.736477,86.192245","54.724822,86.165037"
"ФКУ СИЗО-1 УФСИН России по Кемеровской области | Кемеровская область","просп. Кузнецкий, 174, Кемерово, Кемеровская обл., Россия, 650051","55.326448,86.056579","55.326896,86.057284"
"ФКУ СИЗО-2 ГУФСИН России по Кемеровской области | Кемеровская область","ул. Полосухина, 3, Новокузнецк, Кемеровская обл., Россия, 654034","53.767003,87.186856","53.767251,87.186583"
"ФКУ СИЗО-3 ГУФСИН России по Кемеровской области | Кемеровская область","ул. Пальчикова, 16, Мариинск, Кемеровская обл., Россия, 652154","56.215681,87.728071","56.216304,87.727988"
"ФКУ СИЗО-4 ГУФСИН России по Кемеровской области | Кемеровская область","ул. Чекистов, 1, Пгт.Бачатский, Кемеровская обл., Россия, 652476","56.092839,86.070932","54.283765,86.098705"
"Кирово-Чепецк | ФКУ «ИК № 5 УФСИН России по Кировской области»","Овражная ул., 16, Кирово-Чепецк, Кировская обл., Россия, 613049","58.560717,50.022308","58.56037,50.021959"
"пгт. Восточный | ФКУ «ИК № 6 УФСИН России по Кировской области»","тер. Дорога Восточный-Филипповка, д. 2 стр. 1, Кировская область, 612711","58.788046,52.243336","58.344112,49.695439"
"п. Северный | ФКУ «ИК № 9 УФСИН России по Кировской области»","поселок Северный, Кировская область, 613825","59.878763,47.805132","59.878694,47.804315"
"Кирово-Чепецк | ФКУ «ИК № 11 УФСИН России по Кировской области»","дер. Утробино, г. Кирово-Чепецк, Кировская обл., Россия, 613035","58.532912,50.087519","58.556581,50.043941"
"Омутнинск | ФКУ «ИК № 17 УФСИН России по Кировской области»","ул. Трудовых Резервов, д.125, город Омутнинск, Кировская область, 612744","58.694588,52.220301","58.698102,52.223703"
"пгт. Лесной | ФКУ ИК № 27 УФСИН России по Кировской области","ул. Центральная, д. 5, пгт Лесной, Кировская обл., Россия, 612815","59.781641,52.127044","59.794645,52.131086"
"пгт. Лесной | ФКУ «ОИК № 5 УФСИН России по Кировской области»","пос. Сорда, Кировская обл., Россия, 612805","59.718441,52.264339","59.720258,52.262312"
"Кирово-Чепецк | ФКУ «КП № 21 УФСИН России по Кировской области»","пр-д Западный, г. Кирово-Чепецк, Кировская обл., Россия, 613040","58.533159,49.962722","58.532964,49.962787"
"пгт. Лесной | ФКУ «ОИК № 4 УФСИН России по Кировской области»","ул. Центральная д. 5, пос. Заречный, Кировская область, 612815","59.81079,52.05844","57.194064,50.147373"
"пгт. Лесной | ФКУ «ОИК № 5 УФСИН России по Кировской области»","ул. Ленина д. 14, пгт. Лесной, Кировская область, 612815","59.781372,52.12563","59.781405,52.125733"
"Кирово-Чепецк | ФКУ «ЛИУ № 12 УФСИН России по Кировской области»","город Кирово-Чепецк, Кировская область, 613040","58.550197,50.016481","58.556581,50.043941"
"ФКУ СИЗО-1 УФСИН России по Кировской области | Кировская область","ул. Мопра, 1, Киров, Кировская обл., Россия, 610004","58.610866,49.685061","58.61073,49.685531"
"ФКУ СИЗО-2 УФСИН России по Кировской области | Кировская область","ул. Нагорная, 22, Киров, Кировская обл., Россия, 610007","58.576532,49.676785","58.577373,49.675578"
"Ухта | ФКУ «ИК № 19 УФСИН России по Республике Коми»","Промышленная ул, д. 4, город Ухта, Республика Коми, 169306","63.673904,53.758624","63.596195,53.749276"
"Сыктывкар | ФКУ ИК № 25 УФСИН России по Республике Коми","мкр. Верхний Чов, д.44 , город Сыктывкар, Республика Коми, 167028","61.743012,50.707396","61.74339,50.706987"
"Микунь | ФКУ «ИК № 31 УФСИН России по Республике Коми»","ул. Восточная, д. 39, г. Микунь, Республика Коми, Россия, 169060","62.356506,50.076243","62.374144,50.062248"
"ФКУ СИЗО-1 УФСИН России по Республике Коми | Республика Коми","мкр. Верхний Чов, д. 99, г. Сыктывкар, Республика Коми, Россия, 167028","61.743012,50.707396","61.741422,50.723319"
"ФКУ СИЗО-2 УФСИН России по Республике Коми | Республика Коми","поселок Лыаёль д. 13, г. Сосногорск, Республика Коми, Россия, 169500","63.558241,53.906189","63.559226,53.903993"
"Ухта | ФКЛПУ «Б № 18 УФСИН России по Республике Коми»","ул. Транспортная, д. 29А, г. Ухта, Республика Коми, Россия, 169300","63.550537,53.666331","63.569894,53.740939"
"Кострома | ФКУ «ИК № 1 УФСИН России по Костромской области»","ул. Петра Щербины, д. 21, г. Кострома, Россия, 156023","57.756742,41.006224","57.756741,41.006215"
"пгт Поназырево | ФКУ «ИК № 2 УФСИН России по Костромской области»","ул. Новая, д. 6А, пос. Поназырево, Костромская область, Россия, 157580","58.3567,46.3155","58.359563,46.328634"
"п. Прибрежный | ФКУ «ИК № 3 УФСИН России по Костромской области»","ул. Мира, д. 1, пос. Прибрежный, Костромская область, Россия, 156511","57.8965,40.878088","57.89473,40.882005"
"п. Островское | ФКУ «ИК № 4 УФСИН России по Костромской области»","ул. Советская д. 111, пос. Островское, Костромская область, 157900","57.788971, 42.221771","57.788971,42.221771"
"п. Бычиха-12 | ФКУ «ИК № 7 УФСИН России по Костромской области»","Костромской район, поселок Бычиха-12, Костромская область, Россия, 156000","57.976406,41.146593","57.975126,41.143873"
"Кострома | ФКУ «ИК № 8 УФСИН России по Костромской области»","Васильевское п, город Кострома, Костромская область, Россия, 156009","57.723801,40.982723","57.730182,40.976436"
"ФКУ СИЗО-1 УФСИН России по Костромской области | Костромская область","Советская ул., д.88, город Кострома, Костромская область, Россия, 156005","57.754904,40.948436","57.759963,40.954859"
"п. Двубратский | п. Двубратский | ФКУ ИК-2 УФСИН России по Краснодарскому Краю","ул. Мостовая, д. 1, пос. Двубратский, Усть-Лабинский район, Краснодарский край, Россия, 352310","45.265628,39.785205","45.268363,39.794613"
"п. Двубратский | п. Двубратский | ФКУ ИК-3 УФСИН России по Краснодарскому Краю","ул. Степная, пос. Двубратский, Усть-Лабинский район, Краснодарский край, Россия, 352310","45.30843,39.906804","45.297199,39.806515"
"Апшеронск | п. Апшеронск | ФКУ ИК-5 УФСИН России по Краснодарскому Краю","ул. Советская, д. 175, г. Апшеронск, Краснодарский край, Россия, 352693","44.498298,39.73986","44.42404,39.677679"
"п. Двубратский | п. Двубратский | ФКУ ИК-6 УФСИН России по Краснодарскому Краю","ул. Степная, д. 1, пос. Двубратский, Усть-Лабинский район, Краснодарский край, Россия, 352310","45.367672,39.680802","45.297642,39.803515"
"Хадыженск | Хадыженск | ФКУ ИК-9 УФСИН России по Краснодарскому Краю","ул. Грибоедова, д. 42, г. Хадыженск, Апшеронский район, Краснодарский край, Россия, 352671","44.409509,39.527864","44.409476,39.52801"
"п. Ахтарский | п. Ахтарский | ФКУ ИК-11 УФСИН России по Краснодарскому краю","ул. Азовская, д. 4, пос. Ахтарский, Приморско-Ахтарский район, Краснодарский край, Россия, 353892","46.005935,38.355541","46.007909,38.355853"
"Краснодар | Краснодар | ФКУ ИК-14 УФСИН России по Краснодарскому Краю","ул. Калинина, д. 58, г. Краснодар, Краснодарский край, Россия, 350039","45.055332,38.862068","45.05555,38.863751"
"Новороссийск | ФКУ «КП № 10 УФСИН России по Краснодарскому Краю»","Сухумское шоссе, д. 78, г. Новороссийск, Краснодарский край, Россия, 353902","44.731223,37.812797","44.731257,37.812884"
"ФКУ СИЗО-1 УФСИН России по Краснодарскому краю | Краснодарский край","ул. Воронежская, д. 42, г. Краснодар, Краснодарский край, Россия, 350001","45.006449,39.015713","45.006444,39.015782"
"ФКУ СИЗО-2 ГУФСИН России по Краснодарскому краю | Краснодарский край","ул Пугачева, д. 32, город Армавир, Краснодарский край, Россия, 352909","44.992319,41.145012","44.992339,41.145041"
"ФКУ СИЗО-3 УФСИН России по Краснодарскому краю | Краснодарский край","ул. Пархоменко, д. 33, г. Новороссийск, Краснодарский край, Россия, 353905","44.708587,37.777659","44.707841,37.778595"
"ФКУ СИЗО-5 ФСИН России | Краснодарский край","Красноармейская ул., д.22, город Краснодар, Краснодарский край, Россия, 350063","45.0199,38.971392","45.020182,38.971459"
"Красноярск | ФКУ «ИК № 6 ГУФСИН России по Красноярскому краю»","ул. Парашютная, 3, г. Красноярск, Красноярский край, 660079","55.976524, 92.860387","55.976524,92.860387"
"с. Арейское | ФКУ «ИК № 7 ГУФСИН России по Красноярскому краю»","Солнечная ул, д. 1 стр. 1, Емельяновский район, село Арейское, Красноярский край, Россия, 663011","56.106557,92.15904","56.096559,92.446776"
"п. Громадск | ФКУ «ИК № 16 ГУФСИН России по Красноярскому краю»","Железнодорожная ул., д. 2 стр. а, Уярский район, поселок Громадск, Красноярский край, Россия, 663913","55.897499,94.407578","55.896297,94.390829"
"Красноярск | ФКУ «ИК № 17 ГУФСИН России по Красноярскому краю»","Кразовская ул, д. 12, город Красноярск, Красноярский край, Россия, 660111","56.107363,93.041517","56.107353,93.041541"
"Красноярск | ФКУ «ИК № 22 ГУФСИН России по Красноярскому краю»","Парашютная ул, зд. 13, город Красноярск, Красноярский край, Россия, 660121","55.975512,92.871154","55.975703,92.873188"
"Красноярск | ФКУ «ИК № 31 ГУФСИН России по Красноярскому краю»","Кразовская ул., д.10, город Красноярск, Красноярский край, Россия, 660111","56.109835,93.028546","56.107493,93.043769"
"Сосновоборск | ФКУ «ОИК № 40 ГУФСИН России по Красноярскому краю»","ул. Заводская, д. 5, а/я 214, г. Сосновоборск, Красноярский край, Россия, 662500","56.145918,93.366287","56.133146,93.352403"
"Красноярск | ФКЛПУ «КТБ № 1 ГУФСИН России по Красноярскому краю»","ул. Маерчака, д. 48, город Красноярск, Красноярский край, Россия, 660048","56.042659,92.841183","56.029818,92.83156"
"Канск | ФКУ «Канская ВК ГУФСИН России по Красноярскому краю»","ул. Красной Армии, д.1, город Канск, Красноярский край, Россия, 663600","56.214303,95.68854","56.214036,95.687035"
"ФКУ СИЗО-1 ГУФСИН России по Красноярскому краю | Красноярский край","ул. Республики, д. 72, город Красноярск, Красноярский край, Россия, 660075","56.016407,92.840616","56.016416,92.840795"
"ФКУ СИЗО-3 ГУФСИН России по Красноярскому краю | Красноярский край","ул. Слободчикова, д. 2, город Ачинск, Красноярский край, Россия, 662165","56.283935,90.501976","56.283939,90.502417"
"ФКУ СИЗО-4 ГУФСИН России по Красноярскому краю | Красноярский край","Октябрьская ул., д. 13а, город Норильск, Красноярский край, Россия, 663316","69.32159,88.204693","69.319331,88.203817"
"ФКУ СИЗО-5 ГУФСИН России по Красноярскому краю | Красноярский край","Кайтымская ул., д. 122, город Канск, Красноярский край, Россия, 663600","56.213548,95.689135","56.213656,95.688167"
"ФКУ СИЗО-6 ГУФСИН России по Красноярскому краю | Красноярский край","ул Производственная зона, к. 1, город Сосновоборск, Красноярский край, Россия, 662500","56.121614,93.34745","56.14916,93.355485"
"Минусинск | ФКУ «Тюрьма ГУФСИН России по Красноярскому краю»","ул. М.Горького, д.114, город Минусинск, Красноярский край, Россия, 662608","53.778845,91.721079","53.704957,91.672706"
"Енисейск | ФКУ «Т № 2 ГУФСИН России по Красноярскому краю»","ул Декабристов, д. 11, город Енисейск, Красноярский край, Россия, 663181","58.447671,92.154513","58.44764,92.154626"
"Симферополь | ФКУ «ИК № 1 УФСИН по Республике Крым и г. Севастополю»","Элеваторный пер, д. 4, г Симферополь, Республика Крым, Россия, 295051","44.940891,34.066771","44.943753,34.072317"
"Керчь | ФКУ «ИК № 2 УФСИН по Республике Крым и г. Севастополю»","Индустриальное ш., д. 17, город Керчь, Республика Крым, Россия, 298330","45.357314,36.468293","45.342379,36.432191"
"Керчь | ФКУ «КП № 1 УФСИН по Республике Крым и г. Севастополю»","ул. Кирова, д. 75, город Керчь, Республика Крым, Россия, 298318","45.357314,36.468293","45.365168,36.491786"
"ФКУ СИЗО-1 УФСИН России по Республике Крым и г. Севастополь | Оккупированная территория Республики Крым","бульвар Ленина, д. 4, г. Симферополь, Республика Крым, Россия, 295006","44.958562,34.08731","44.958539,34.087382"
"ФКУ СИЗО-2 УФСИН России по Республике Крым и г. Севастополю | Оккупированная территория Республики Крым","Элеваторный переулок, д. 4, г. Симферополь, Республика Крым, Россия, 295051 ","44.940891,34.066771","44.943753,34.072317"
"Курган | ФКУ «ИК № 1 УФСИН России по Курганской области»","2-я Часовая ул, д. 40, город Курган, Курганская область, Россия, 640008","55.436362,65.25334","55.435958,65.253523"
"с. Просвет | ФКУ «ИК № 2 УФСИН России по Курганской области»","Заводская ул., д.1, Кетовский район, село Просвет, Курганская область, Россия, 641330","55.472816,65.096348","55.568201,65.073447"
"с. Иковка | ФКУ «ИК № 6 УФСИН России по Курганской области»","Кетовский район, село Иковка, Курганская область, Россия, 641316","55.600821,64.943146","55.607504,64.942086"
"п. Юргамыш | ФКУ «ИК № 7 УФСИН России по Курганской области»","ул. Труда, д. 147, р.п. Юргамыш, Юргамышский район, Курганская область, Россия, 641200","55.379521,64.481571","55.379669,64.481439"
"Курган | ФКУ «КП № 5 УФСИН России по Курганской области»","2-я Часовая ул., д. 48а, город Курган, Курганская область, Россия, 640008","55.440159,65.25681","55.439124,65.257719"
"Курган | ФКУ «ЛИУ № 3 УФСИН России по Курганской области»","2-я Часовая ул, д. 48б, город Курган, Курганская область, Россия, 640008","55.440034,65.255212","55.439778,65.255392"
"ФКУ СИЗО-1 УФСИН России по Курганской области | Курганская область","2-я Часовая ул, д. 46, город Курган, Курганская область, Россия, 640008","55.439549,65.252517","55.439528,65.252445"
"Льгов | ФКУ «ИК № 3 УФСИН России по Курской области»","ул. Примакова, д. 23а;, город Льгов, Курская область, Россия, 307754","51.688209,35.266833","51.691492,35.254832"
"Курск | ФКУ «ИК № 9 УФСИН России по Курской области»","п Косиново, д. 2а, город Курск, Курская область, Россия, 305014","51.798044,36.164506","51.80136,36.129055"
"ФКУ СИЗО-1 УФСИН России по Курской области | Курская область","ул. Пирогова, д.1, город Курск, Курская область, Россия, 305016","51.723262,36.159737","51.721753,36.160748"
"Липецк | ФКУ «ИК № 2 УФСИН по Липецкой области»","ул. Ковалева, влд. 130б, город Липецк, Липецкая область, Россия, 398007","52.653584,39.630603","52.666645,39.619962"
"Липецк | ФКУ «ИК № 5 УФСИН по Липецкой области»","ул. Механизаторов, д.19а, город Липецк, Липецкая область, Россия, 398024","52.584033,39.568218","52.58403,39.568219"
"Липецк | ФКУ «ИК № 6 УФСИН по Липецкой области»","ул. Ковалева, влд. 130в, город Липецк, Липецкая область, Россия, 398007","52.653584,39.630603","52.66907,39.624202"
"ФКУ СИЗО-1 УФСИН России по Липецкой области | Липецкая область","ул. Ковалева, влд. 138, город Липецк, Липецкая область, Россия, 398007","52.653584,39.630603","52.671577,39.608374"
"Елец | ФКУ «Тюрьма № 2 УФСИН по Липецкой области»","Пролетарская ул, д. 1б, город Елец, Липецкая область, Россия, 399770","52.628113,38.481536","52.627027,38.480269"
"Магадан | ФКУ «ИК № 4 УФСИН России по Магаданской области»","Центральная ул., д. 3, город Магадан, поселок городского типа Уптар, Магаданская область, Россия, 685918","59.557203,150.824407","59.894157,150.859161"
"п. Сплавная | ФКУ «КП № 2 УФСИН России по Магаданской области»","Хасынский район, поселок Сплавная, Магаданская область, Россия, 685918","59.869227,150.579825","59.866644,150.581195"
"ФКУ СИЗО-1 УФСИН России по Магаданской области | Магаданская область","Гаражный пер., д.6-а, город Магадан, Магаданская область, Россия, 685000","59.55944,150.812754","59.574599,150.819213"
"Медведево | ФКУ «ИК № 3 УФСИН по Республике Марий Эл»","ул. Медведево, д.1, Медведевский район, поселок городского типа Медведево, Республика Марий Эл, Россия, 425200","56.631812,47.796781","56.631832,47.79676"
"п. Ясный | ФКУ «ИК № 5 УФСИН по Республике Марий Эл»","Ясная ул., д.3, Советский район, поселок Ясный, Республика Марий Эл, Россия, 425408","56.532648,48.460335","56.533889,48.46013"
"Йошкар-Ола | ФКУ «ИК № 6 УФСИН по Республике Марий Эл»","ул. Строителей, д.56 к.а, город Йошкар-Ола, Республика Марий Эл, Россия, 424007","56.630668,47.842208","56.629624,47.837813"
"ФКУ СИЗО-1 УФСИН России по Республике Марий Эл | Республика Марий Эл","Советская ул, д. 100, город Йошкар-Ола, Республика Марий Эл, Россия, 424000","56.632761,47.894903","56.638649,47.899923"
